group,names,scores,logfoldchanges,pvals,pvals_adj
0,STK17B,10.441776,1.2185247,1.5979230626778296e-25,3.003549059351353e-23
0,HCST,10.400025,1.3325874,2.4786631284255307e-25,4.619555891553751e-23
0,MBNL1,10.344226,1.0271901,4.444936203230946e-25,8.214540922811342e-23
0,IL2RG,10.328114,1.3761193,5.258479285993963e-25,9.557394748560267e-23
0,SRSF2,10.26259,1.2548565,1.0388237168737877e-24,1.8726074738924865e-22
0,RBPJ,10.18786,1.6349101,2.2465573942892283e-24,4.0167715622120904e-22
0,RPL36AL,10.165079,0.7322652,2.8389065007852756e-24,5.034938045586273e-22
0,CALM2,10.134322,0.90229183,3.890629018664405e-24,6.790691537973619e-22
0,GABARAPL1,10.108327,1.7250767,5.074328454620139e-24,8.786978848346937e-22
0,NPM1,10.023794,0.7267718,1.1981319665729175e-23,2.0425828068892713e-21
0,CRIP1,10.021294,1.1715878,1.2288361195093512e-23,2.078812610788435e-21
0,FAU,10.017445,0.58417857,1.2776407734395632e-23,2.1448760220979293e-21
0,ARL4C,9.962478,1.2691729,2.2244812422305908e-23,3.6508053342638175e-21
0,PNRC1,9.912313,0.8028422,3.680232767150777e-23,5.907713796728459e-21
0,XCL2,9.896121,3.3999522,4.327329740596676e-23,6.846520550733964e-21
0,PRF1,9.810596,2.7490659,1.0136785940101827e-22,1.5804487733531898e-20
0,OASL,9.809921,2.3721986,1.0204789278653735e-22,1.5804487733531898e-20
0,CDC42SE2,9.806231,1.1895909,1.0584878651015489e-22,1.6278507083435848e-20
0,ARHGAP9,9.7743225,1.94469,1.4512516744375378e-22,2.2163838072382172e-20
0,IFNG,9.711537,2.4489977,2.6924398385376567e-22,4.028036525790486e-20
0,RNF19A,9.666771,1.3641757,4.173382870129981e-22,6.201421356749901e-20
0,PRKCH,9.656849,1.5393554,4.597877156678328e-22,6.786343250313409e-20
0,GSPT1,9.536558,1.467689,1.4765115653904492e-21,2.1223164932069778e-19
0,SKP1,9.524772,0.8749551,1.6540571184516523e-21,2.362079490194074e-19
0,LAG3,9.523184,2.7945487,1.6795290071845386e-21,2.382980769419508e-19
0,STAT4,9.505126,1.5775294,1.9980540080075418e-21,2.798802786248526e-19
0,PDCD1,9.497665,2.6307826,2.146489357470328e-21,2.9876958195878138e-19
0,PARD6G,9.479171,3.4353354,2.5631098629927933e-21,3.545151704838837e-19
0,ID2,9.355507,1.3082469,8.319990114842288e-21,1.1294643370716764e-18
0,GNAS,9.064562,0.58473974,1.2510555772475323e-19,1.5996054799318448e-17
0,ETS1,9.059681,1.4662592,1.3083287514309302e-19,1.6536072357166103e-17
0,PGK1,9.045671,0.98663425,1.487483304793547e-19,1.8692990193725536e-17
0,HLA-E,8.998008,0.6237335,2.298513792131286e-19,2.817422226182007e-17
0,CYTOR,8.99765,1.4371887,2.3060021858528613e-19,2.817422226182007e-17
0,GZMM,8.897441,2.361479,5.7149138842406285e-19,6.905625612209884e-17
0,PIK3R1,8.859778,1.424707,8.017394933133319e-19,9.5825298570363e-17
0,MYH9,8.795763,0.9345583,1.4207913310916617e-18,1.6709113878806322e-16
0,TMSB4X,8.791318,0.8207588,1.4781537502737796e-18,1.7133436630624415e-16
0,RPS26,8.79116,0.61852753,1.4802441614308108e-18,1.7133436630624415e-16
0,EZR,8.766236,0.86095655,1.8473855995304976e-18,2.1271049269567909e-16
0,RPS19,8.755719,0.5980378,2.0280644612321315e-18,2.305511993728395e-16
0,DUSP2,8.755402,1.1903703,2.033781951542873e-18,2.305511993728395e-16
0,JUND,8.723533,0.6880528,2.696536280997254e-18,3.01026527368993e-16
0,BTF3,8.689799,0.63182664,3.6308102995297636e-18,3.9725761247392317e-16
0,SLA,8.681743,1.8382778,3.897505166061023e-18,4.243264040198714e-16
0,DDX24,8.643882,0.9342299,5.433497160331181e-18,5.857523017157025e-16
0,RORA,8.635547,1.4040256,5.844662411549856e-18,6.27003979291729e-16
0,CD99,8.56677,0.85176283,1.0642838934521218e-17,1.1252755473461088e-15
0,RPL23A,8.544188,0.62314045,1.2944325266768943e-17,1.3620650778314955e-15
0,CNOT6L,8.501961,1.4213127,1.8641430205971072e-17,1.942949445922824e-15
0,SYTL2,8.488746,2.2110121,2.088798429032565e-17,2.1668327854379326e-15
0,RPS7,8.482237,0.6124681,2.2090556848389722e-17,2.280824066712614e-15
0,APOBEC3G,8.404212,2.1831176,4.3074283336876584e-17,4.228971603324062e-15
0,HMGB2,8.382384,1.239827,5.186606816210332e-17,5.069504760093227e-15
0,SLC38A1,8.373296,1.375017,5.602852613461602e-17,5.428102849129848e-15
0,RGS1,8.371074,1.2235694,5.709555224569625e-17,5.507216600821719e-15
0,LINC-PINT,8.28535,0.7778614,1.1776213838806458e-16,1.1067627980471436e-14
0,ZAP70,8.270547,2.018545,1.3334590064631114e-16,1.2478906583036913e-14
0,CD52,8.256934,1.0012641,1.494616319127734e-16,1.3927797495871661e-14
0,CMIP,8.245703,1.4059173,1.6419213529922396e-16,1.5235921685656258e-14
0,RPS27A,8.2312565,0.6749034,1.8525918174241519e-16,1.7118571112937794e-14
0,S100A4,8.153153,1.0495056,3.545562268558803e-16,3.20880680700186e-14
0,RPL14,8.1515255,0.58074504,3.5936051877490487e-16,3.233157484404819e-14
0,ITK,8.141009,1.4108509,3.919974575670659e-16,3.5043935312255746e-14
0,AUTS2,8.121523,1.989874,4.603707779619767e-16,4.0824492536047553e-14
0,ATP5MG,8.102275,0.56951916,5.394104471461102e-16,4.7450858214549024e-14
0,RPS3,8.053857,0.6808055,8.02252370747772e-16,6.973570805330041e-14
0,BICDL1,8.034093,1.3948112,9.42740644622233e-16,8.130491080992998e-14
0,GAPDH,7.978293,0.61153287,1.4837117233255933e-15,1.2647204736192422e-13
0,ATP8A1,7.9149127,1.8427495,2.474264612352554e-15,2.0689744241390633e-13
0,VPS37B,7.912849,1.1850154,2.5156426107265586e-15,2.0956065263294877e-13
0,YPEL5,7.909674,0.9418693,2.580635171456001e-15,2.1416350449305803e-13
0,RPL26,7.8922515,0.5298002,2.9678267135067716e-15,2.4537009429865006e-13
0,CD69,7.889434,1.0752447,3.0356056339633485e-15,2.500338543150635e-13
0,H3-3B,7.8835998,0.4954053,3.1808177968455924e-15,2.6070852144391673e-13
0,BCL11B,7.883282,1.7708942,3.1889137990366317e-15,2.6070852144391673e-13
0,ATXN1,7.8806233,1.165162,3.2575191612205704e-15,2.643518870611173e-13
0,CD6,7.866336,1.7304107,3.6517875441761056e-15,2.9525776349823864e-13
0,EVL,7.837563,1.3472999,4.59374239236402e-15,3.6736575524679824e-13
0,LCK,7.833753,1.6302103,4.735181058883393e-15,3.7730471683682456e-13
0,CYTIP,7.796527,1.0008883,6.363429438059893e-15,4.998019292921899e-13
0,LIME1,7.770016,1.7881422,7.847621172220983e-15,6.076932564066333e-13
0,CHCHD2,7.745013,0.57122874,9.557186559478089e-15,7.297973847779241e-13
0,PPP2R5C,7.7129064,1.1434022,1.2298410916086962e-14,9.262556605020016e-13
0,PCED1B-AS1,7.6681795,1.3487898,1.7445467417124245e-14,1.2917869341326478e-12
0,CORO1A,7.65667,1.0313798,1.908157013779834e-14,1.3988063015682036e-12
0,SOD1,7.6536145,0.82772464,1.9540765672408705e-14,1.4277093643442269e-12
0,IL2RB,7.6222615,1.9200215,2.4926890956626767e-14,1.803263769467552e-12
0,PDCD4,7.6139674,1.3245933,2.6580828341987233e-14,1.910345022539161e-12
0,LDLRAD4,7.565152,1.2323685,3.8741031800600315e-14,2.7307460620474425e-12
0,COTL1,7.5636044,0.8469185,3.920504221456722e-14,2.7546239245455665e-12
0,RGCC,7.539753,1.0226655,4.708633993075715e-14,3.2769708473329468e-12
0,SELPLG,7.516139,1.7690922,5.6417551531709517e-14,3.913989884180933e-12
0,BIRC3,7.504352,1.2028674,6.173319392245206e-14,4.255913481951617e-12
0,ARID4B,7.4952636,0.9120659,6.61651808075999e-14,4.547202051002304e-12
0,PLAAT4,7.4749837,1.1617435,7.721339365556836e-14,5.2899593559914625e-12
0,WIPF1,7.4383926,1.0608222,1.0191790075813092e-13,6.939252239853917e-12
0,TRIR,7.432876,0.7418166,1.0626152804873191e-13,7.207758489348753e-12
0,MGAT4A,7.4211683,1.5450836,1.160916432812167e-13,7.807606786056628e-12
0,PBX4,7.4091034,1.4735706,1.2715600921943608e-13,8.499741503811058e-12
0,PRRC2C,7.4083495,0.75073224,1.278809401427863e-13,8.522295865515626e-12
0,OXNAD1,7.4066825,1.8990669,1.2949786134862053e-13,8.603760184511735e-12
0,ISCA1,7.3954115,1.5155963,1.4097095797350058e-13,9.282135651955763e-12
0,TNFRSF1B,7.380648,1.0463448,1.5752091207340163e-13,1.0279524920825664e-11
0,LSP1,7.3499303,0.98231035,1.9831008909511072e-13,1.2865001414099337e-11
0,FKBP11,7.3356433,1.8318512,2.2065928678069008e-13,1.4272761867296871e-11
0,DAPK2,7.250515,2.4027352,4.1519059418229826e-13,2.5576671000720178e-11
0,YWHAB,7.2018585,0.6884745,5.939724762256145e-13,3.6184605809290066e-11
0,CD44,7.1984057,0.66983926,6.092056576152176e-13,3.701008514440294e-11
0,IDS,7.197731,0.96594167,6.122267360941217e-13,3.709115807212651e-11
0,TERF2IP,7.1890397,1.2377044,6.524855507765467e-13,3.9421599540323666e-11
0,SERPINB9,7.186103,1.0896387,6.666677441738492e-13,4.005835254063195e-11
0,RAB27A,7.146416,1.5957953,8.907279437131972e-13,5.308641988655999e-11
0,TIGIT,7.0689077,1.645228,1.561580582396779e-12,8.904599303890983e-11
0,EEF1D,7.0687885,0.46363068,1.5629207581401962e-12,8.904599303890983e-11
0,IKZF3,7.0641847,1.4354382,1.6156152650126674e-12,9.181036410376894e-11
0,RPS29,7.042,0.474477,1.8949994371840747e-12,1.0713323296285906e-10
0,THEMIS,7.0328717,1.9127568,2.023250613827023e-12,1.1350848851858134e-10
0,FNBP1,7.023228,0.791349,2.167999556473873e-12,1.207054335341099e-10
0,FYB1,7.0127506,1.0664498,2.336776434297246e-12,1.2944681950394217e-10
0,HNRNPA1,6.9888988,0.51001525,2.7705202285240066e-12,1.5156537528781082e-10
0,DDX5,6.985446,0.5142282,2.839522348692264e-12,1.545712264664363e-10
0,ZNF683,6.9652457,2.6364582,3.2783157472943743e-12,1.7714181797173927e-10
0,KMT2E,6.962983,0.67831403,3.3314122822694417e-12,1.7913060858598914e-10
0,UQCRB,6.897738,0.5140731,5.283703418437034e-12,2.7865516925243944e-10
0,GYPC,6.896627,1.0535804,5.325180407227023e-12,2.8017073568358055e-10
0,MSC,6.875037,3.5864575,6.197367598427151e-12,3.2373517393018976e-10
0,G3BP2,6.8709893,1.2098774,6.375823999277568e-12,3.322680601708822e-10
0,CCL4,6.8642426,1.8150102,6.684504840528675e-12,3.4508363956081367e-10
0,AKNA,6.8312626,1.4670733,8.417049651461008e-12,4.304831533370476e-10
0,ARF1,6.7978067,0.61896724,1.0622395033301281e-11,5.345714223623838e-10
0,UBE2A,6.7914963,1.059851,1.1097639846096937e-11,5.572130034140727e-10
0,BRD2,6.7900677,0.9247935,1.1208100338366189e-11,5.614773180896338e-10
0,NACA,6.7776456,0.44064215,1.2215001165595376e-11,6.105279673494852e-10
0,VAMP2,6.722084,1.0022801,1.7914362983337607e-11,8.833467953577593e-10
0,BUB3,6.719822,1.5080565,1.8194688563867917e-11,8.93164265394159e-10
0,SURF4,6.6958113,1.3137205,2.1447837110350084e-11,1.0412380435558918e-09
0,SAMSN1,6.6481075,0.82969743,2.968851414500888e-11,1.4071331962867141e-09
0,NDUFS5,6.598102,0.7522712,4.1645419987472084e-11,1.9362919162039875e-09
0,FUS,6.588498,0.64666784,4.442983506432169e-11,2.061394372857727e-09
0,GZMK,6.560082,2.9336145,5.377814070657543e-11,2.4794315941698256e-09
0,STRAP,6.557145,1.1171259,5.484755689606405e-11,2.512932231788001e-09
0,ATP5F1B,6.535278,0.6209508,6.349155513506494e-11,2.8789820217120577e-09
0,CXCR3,6.517617,2.2217324,7.14330053265113e-11,3.2257795752374466e-09
0,RPL30,6.5003533,0.59114605,8.013154056450804e-11,3.603789039048386e-09
0,GUK1,6.492416,0.5912474,8.447060225380758e-11,3.768108488368634e-09
0,RPS24,6.4766207,0.37400612,9.379961721599614e-11,4.175791866020621e-09
0,TRBC1,6.4701915,1.6609178,9.787887013781145e-11,4.348590125395454e-09
0,PDE7A,6.456936,1.230839,1.0684408122186183e-10,4.690049968525321e-09
0,TRGV10,6.4415374,3.2488348,1.1826925442709503e-10,5.1402716271950075e-09
0,NBL1,6.4393945,2.206665,1.19951166094457e-10,5.203088845659365e-09
0,RPLP1,6.420781,0.4634469,1.3557676332297196e-10,5.846282703919214e-09
0,SH3BGRL3,6.381412,0.59707767,1.7546273153498745e-10,7.4493752739719e-09
0,ARPC2,6.3641877,0.50630134,1.963259018759805e-10,8.2712629004915e-09
0,RPL28,6.3064036,0.48169157,2.8559365431848164e-10,1.1761752145640539e-08
0,HINT1,6.293585,0.5073833,3.102169637244235e-10,1.2704453382174157e-08
0,SERBP1,6.273305,0.78737146,3.534640393400384e-10,1.4289303590378904e-08
0,DOK2,6.2368326,1.0529528,4.46519540394871e-10,1.7985087421912094e-08
0,SKAP1,6.185041,1.3088243,6.20862673858647e-10,2.4209240999112345e-08
0,LIMD2,6.1766276,1.0221986,6.548531087496814e-10,2.5399523046954133e-08
0,ITGA4,6.1677775,1.2594101,6.925655879572521e-10,2.6767842548955864e-08
0,CD247,6.1416235,1.1273407,8.168216931288586e-10,3.12409437831128e-08
0,ORAI1,6.124757,1.3570873,9.08222253814924e-10,3.449675959567842e-08
0,PSMA1,6.0907054,1.15839,1.1241421290799624e-09,4.211607104382714e-08
0,RAP1B,6.06733,0.64159834,1.3005425478761938e-09,4.788775698773136e-08
0,ZFP36,6.054154,0.6024165,1.4115766394317965e-09,5.1825364698470905e-08
0,TRAC,6.0407796,1.8315204,1.5337158792035812e-09,5.593611876524902e-08
0,STAT5A,6.0288734,1.5474868,1.6510665990838515e-09,5.965203840681103e-08
0,AKAP13,6.008077,0.53601557,1.8773624908179538e-09,6.724259918252189e-08
0,F2R,5.9994655,2.6842694,1.9796830129041657e-09,7.067725457757858e-08
0,ZEB2,5.9925995,0.81619686,2.0651301359799503e-09,7.337050395875778e-08
0,CCNI,5.9861307,0.55561215,2.148919342045581e-09,7.61572016212017e-08
0,NCL,5.9782724,0.5770821,2.255162325240895e-09,7.960759206532547e-08
0,RPL6,5.97228,0.43452367,2.3396080418809098e-09,8.232425609127195e-08
0,HNRNPUL1,5.947436,1.0021225,2.723754991551974e-09,9.523182793992211e-08
0,RBM8A,5.9351726,0.70814264,2.935365674298688e-09,1.021432941600898e-07
0,PDCL3,5.9336247,1.6176308,2.963185835746056e-09,1.029484721954617e-07
0,IFITM1,5.924219,0.8733124,3.1378505835686234e-09,1.0850253149975025e-07
0,RPL41,5.897311,0.45332894,3.694724206597395e-09,1.267618950881278e-07
0,NFATC2,5.861911,1.161977,4.57571367006265e-09,1.5553183157962567e-07
0,SON,5.8577037,0.6073032,4.693107374522528e-09,1.5927595274768433e-07
0,RFTN1,5.8425035,0.9784918,5.142203802020495e-09,1.7265243666264843e-07
0,ODC1,5.7975383,0.9592517,6.729534017960318e-09,2.2255024379395985e-07
0,TBCD,5.7938476,1.6940928,6.879188449776078e-09,2.2613918144615171e-07
0,RPL10,5.7918234,0.48965776,6.962626037313607e-09,2.2854040569044903e-07
0,SMARCA2,5.7869816,1.2518592,7.1662349245227295e-09,2.3452356913705934e-07
0,RASAL3,5.7520576,1.6383587,8.816389163785498e-09,2.8513239777936865e-07
0,PPDPF,5.732809,0.43554333,9.878073998725548e-09,3.1667434895039684e-07
0,SRRT,5.7301106,1.7450393,1.0036524342104034e-08,3.2128565259323423e-07
0,LYST,5.710545,1.2685225,1.1261505327729862e-08,3.5583767983826884e-07
0,RPL12,5.7050285,0.407898,1.1632370941884279e-08,3.654558596484558e-07
0,RELB,5.6957417,0.73195994,1.2283676865443425e-08,3.837253148079997e-07
0,KLRC4,5.6952653,2.8811507,1.231801534422887e-08,3.8425218929117924e-07
0,MYL12B,5.691178,0.45676246,1.2616615371771053e-08,3.9245347278074827e-07
0,RPL35A,5.664191,0.4880345,1.4772015839372358e-08,4.575579892105308e-07
0,STK4,5.637799,0.81275624,1.7223757450467326e-08,5.290291534227338e-07
0,EMB,5.6351,1.424519,1.74956686790071e-08,5.362544067731132e-07
0,RASGRP1,5.5804515,1.4147216,2.3989536390919932e-08,7.256917253220235e-07
0,MT2A,5.564338,0.7387425,2.631488666675607e-08,7.905969775618846e-07
0,RPL7A,5.5390577,0.4357053,3.0410318373316776e-08,9.025421345020006e-07
0,JUN,5.5367956,0.5728803,3.0805553526747977e-08,9.130400716445302e-07
0,PHLDA1,5.504411,0.95949125,3.704040856060894e-08,1.0732446180038362e-06
0,IL7R,5.4798846,1.0837431,4.256030561258275e-08,1.223511426185516e-06
0,STAT5B,5.477067,1.0253836,4.3243364145930604e-08,1.2353523370872195e-06
0,CXCL13,5.469328,2.0760546,4.517450515759129e-08,1.2868882350074451e-06
0,RAC2,5.435475,0.74169886,5.465061694164791e-08,1.5388941969023316e-06
0,RPS14,5.426625,0.4178198,5.7429633668631157e-08,1.604818937281495e-06
0,H1-10,5.4193225,0.8505442,5.982529984050479e-08,1.66330972704473e-06
0,CTLA4,5.3949547,1.558533,6.85408051374677e-08,1.8936550082703389e-06
0,NR4A3,5.3937244,1.131564,6.901200325776048e-08,1.9042810233935616e-06
0,RPS10,5.3904305,0.43536836,7.028909823001655e-08,1.93466564239615e-06
0,TBCC,5.370984,1.6317182,7.830819085171373e-08,2.1340194959242734e-06
0,SFPQ,5.367055,0.7003327,8.003269143049215e-08,2.171595277205745e-06
0,MVB12B,5.365388,2.4477026,8.077535716316519e-08,2.179646202125557e-06
0,PAXX,5.3618164,1.1054345,8.238932374835381e-08,2.2177552115958348e-06
0,EMD,5.3576493,0.741524,8.431176845550105e-08,2.2612005022846085e-06
0,SF3B5,5.3078423,0.73836863,1.1093067215171374e-07,2.9251646786096985e-06
0,PSME1,5.2871256,0.4750796,1.2425336175168656e-07,3.2453443368682786e-06
0,RPS25,5.286173,0.42334306,1.2490173348724252e-07,3.2584091611523576e-06
0,GLCCI1,5.2721634,1.4235564,1.3482481156841413e-07,3.4965415754865137e-06
0,N4BP1,5.2490263,1.3136805,1.5290537285530913e-07,3.928381962422848e-06
0,ITGAL,5.2389855,1.5640976,1.6146183780774474e-07,4.105050563084304e-06
0,LBH,5.2262855,1.2455748,1.7294918087400813e-07,4.361810075437141e-06
0,YWHAZ,5.1671124,0.3387871,2.377382640071393e-07,5.867946018007865e-06
0,MSN,5.152071,0.6374471,2.5762531129691607e-07,6.288230683731164e-06
0,MAPRE2,5.1455226,0.8952053,2.6677683711365575e-07,6.497182947733685e-06
0,RALGAPA1,5.1272273,1.0094839,2.940407173246515e-07,7.08274201029982e-06
0,RPL5,5.120401,0.4704056,3.0488667914513983e-07,7.319943065240082e-06
0,RHOH,5.1160355,0.715879,3.1202449004545183e-07,7.4749919227446365e-06
0,RPS15,5.101669,0.3839798,3.366716017385145e-07,8.039176835432586e-06
0,IRF1,5.0966287,0.65728116,3.4575582840949194e-07,8.238203876903085e-06
0,PDE4D,5.095795,0.83353263,3.4728056276527923e-07,8.265578069625564e-06
0,RABAC1,5.0719037,0.8548593,3.9385587522412854e-07,9.283685324682782e-06
0,PITPNC1,5.0626564,0.92463905,4.1345425966125737e-07,9.714149675447909e-06
0,HNRNPDL,5.062458,0.5598926,4.1388496934770334e-07,9.714149675447909e-06
0,RPL17,5.0587673,0.36443475,4.2197552618180386e-07,9.872431672117268e-06
0,GRAP2,5.0357094,1.7843876,4.760829057806455e-07,1.1044319898658181e-05
0,ACTG1,5.0327725,0.3827345,4.834370818490695e-07,1.1203106748182018e-05
0,TNIP3,5.01527,2.089133,5.295892195710439e-07,1.2182767904609203e-05
0,RNF166,5.0103493,1.6520478,5.433133981167922e-07,1.2459382952434302e-05
0,GATA3,4.992014,1.528977,5.975294518397526e-07,1.3547286293669936e-05
0,EEF1A1,4.987609,0.45231348,6.113123094361842e-07,1.3817040399918359e-05
0,AGO2,4.980822,1.084051,6.331468245308298e-07,1.4281194835981546e-05
0,LINC02195,4.9703054,3.0052571,6.684759138112556e-07,1.5047208082433095e-05
0,CNBP,4.9535575,0.39579865,7.286887102081802e-07,1.6302464002948423e-05
0,IER2,4.9458184,0.56061167,7.582462158172214e-07,1.6894985590934483e-05
0,CHN1,4.9442706,2.2949114,7.642947497746823e-07,1.6995318642108e-05
0,CD53,4.9323645,0.6199821,8.124011322199424e-07,1.7970709591431664e-05
